Season,Team,Matches,Points,Wins,Draws,Losses,Goals_For,Goals_Against,Shots_For,Shots_Against,Shots_Target_For,Shots_Target_Against,Corners_For,Corners_Against,Fouls,Yellow_Cards,Red_Cards,Clean_Sheets,Goals_For_Per_Match,Goals_Against_Per_Match,Shots_For_Per_Match,Shots_Against_Per_Match,Shots_Target_For_Per_Match,Shots_Target_Against_Per_Match,Corners_For_Per_Match,Corners_Against_Per_Match,Fouls_Per_Match,Yellow_Cards_Per_Match,Red_Cards_Per_Match,Clean_Sheets_Per_Match,Goal_Difference,Goal_Difference_Per_Match,Shot_Conversion_Rate,Points_Per_Match,League_Rank,Goals_For_Per_Match_Norm,Shots_For_Per_Match_Norm,Shots_Target_For_Per_Match_Norm,Corners_For_Per_Match_Norm,Shot_Conversion_Rate_Norm,Clean_Sheets_Per_Match_Norm,Goals_Against_Per_Match_Norm,Shots_Against_Per_Match_Norm,Shots_Target_Against_Per_Match_Norm,Fouls_Per_Match_Norm,Yellow_Cards_Per_Match_Norm,Red_Cards_Per_Match_Norm,Attack_Index,Defence_Index,Discipline_Index,Composite_Index,Composite_Rank,Cluster
2021_22,Chelsea,38,74,21,11,6,76,33,592,341,211,119,242,152,409,63,1,16,2.0,0.868421052631579,15.578947368421053,8.973684210526315,5.552631578947368,3.1315789473684212,6.368421052631579,4.0,10.763157894736842,1.6578947368421053,0.02631578947368421,0.42105263157894735,43,1.131578947368421,0.12837837837837837,1.9473684210526316,3,0.6973684210526316,0.6123595505617978,0.6938775510204082,0.5253164556962024,0.8253719470817248,0.7058823529411763,0.8793103448275862,0.7360406091370559,0.7832167832167831,0.40268456375838924,0.6379310344827587,1.0,0.6708587850825529,0.7761125225306503,0.680205199413716,0.7148295629280246,3,2
2021_22,Crystal Palace,38,48,11,15,12,50,46,412,443,147,146,176,184,415,67,1,12,1.3157894736842106,1.2105263157894737,10.842105263157896,11.657894736842104,3.8684210526315788,3.8421052631578947,4.631578947368421,4.842105263157895,10.921052631578947,1.763157894736842,0.02631578947368421,0.3157894736842105,4,0.10526315789473684,0.12135922330097088,1.263157894736842,12,0.3552631578947369,0.10674157303370789,0.2585034013605442,0.1075949367088608,0.7387493012846053,0.4705882352941176,0.6551724137931035,0.47715736040609136,0.5944055944055944,0.3624161073825506,0.5689655172413794,1.0,0.313370474056491,0.5493309009747267,0.6437938748746433,0.47383932498741577,7,1
2021_22,Everton,38,39,11,6,21,43,66,438,522,138,190,161,219,368,76,6,8,1.131578947368421,1.736842105263158,11.526315789473685,13.736842105263158,3.6315789473684212,5.0,4.2368421052631575,5.7631578947368425,9.68421052631579,2.0,0.15789473684210525,0.21052631578947367,-23,-0.6052631578947368,0.09817351598173515,1.0263157894736843,16,0.2631578947368421,0.17977528089887643,0.19727891156462596,0.012658227848101196,0.45261695479545566,0.2352941176470588,0.31034482758620696,0.2766497461928934,0.28671328671328666,0.6778523489932886,0.4137931034482759,0.0,0.22109745396878028,0.27725049453486145,0.36388181748052145,0.272115542897561,17,0
2021_22,Leeds,38,38,9,11,18,42,79,485,582,154,231,171,182,469,100,3,5,1.105263157894737,2.0789473684210527,12.763157894736842,15.31578947368421,4.052631578947368,6.078947368421052,4.5,4.7894736842105265,12.342105263157896,2.6315789473684212,0.07894736842105263,0.13157894736842105,-37,-0.9736842105263158,0.0865979381443299,1.0,17,0.25000000000000006,0.3117977528089888,0.30612244897959184,0.0759493670886076,0.30976398063422816,0.0588235294117647,0.0862068965517242,0.12436548223350252,0.0,0.0,0.0,0.6,0.2507267099022833,0.06734897704924786,0.19999999999999998,0.16723027478061248,20,0
2021_22,Leicester,38,52,14,10,14,62,59,435,558,169,197,185,220,356,54,1,7,1.631578947368421,1.5526315789473684,11.447368421052632,14.68421052631579,4.447368421052632,5.184210526315789,4.868421052631579,5.7894736842105265,9.368421052631579,1.4210526315789473,0.02631578947368421,0.18421052631578946,3,0.07894736842105263,0.1425287356321839,1.368421052631579,8,0.513157894736842,0.17134831460674155,0.40816326530612257,0.1645569620253164,1.0,0.17647058823529407,0.4310344827586209,0.18527918781725883,0.2377622377622377,0.7583892617449665,0.7931034482758621,1.0,0.4514452873350045,0.25763662414335287,0.8504975700069428,0.4537322785927315,8,1
2021_22,Liverpool,38,92,28,8,2,94,26,730,296,256,110,285,117,363,50,1,21,2.473684210526316,0.6842105263157895,19.210526315789473,7.7894736842105265,6.7368421052631575,2.8947368421052633,7.5,3.0789473684210527,9.552631578947368,1.3157894736842106,0.02631578947368421,0.5526315789473685,68,1.7894736842105263,0.12876712328767123,2.4210526315789473,2,0.9342105263157896,1.0,1.0,0.7974683544303796,0.8301694066351538,1.0,1.0,0.8502538071065989,0.8461538461538461,0.7114093959731544,0.8620689655172413,1.0,0.9123696574762645,0.9241019133151113,0.8578261204967985,0.9061538524159101,2,2
2021_22,Man City,38,93,29,6,3,99,26,715,237,254,88,317,108,320,42,1,21,2.6052631578947367,0.6842105263157895,18.81578947368421,6.2368421052631575,6.684210526315789,2.3157894736842106,8.342105263157896,2.8421052631578947,8.421052631578947,1.105263157894737,0.02631578947368421,0.5526315789473685,73,1.9210526315789473,0.13846153846153847,2.4473684210526314,1,1.0,0.9578651685393258,0.9863945578231293,1.0,0.9498071525682844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9788133757861479,1.0,1.0,0.9915253503144592,1,2
2021_22,Man United,38,58,16,10,12,57,57,508,511,187,183,199,209,395,75,2,8,1.5,1.5,13.368421052631579,13.447368421052632,4.921052631578948,4.815789473684211,5.2368421052631575,5.5,10.394736842105264,1.9736842105263157,0.05263157894736842,0.21052631578947367,0,0.0,0.11220472440944881,1.5263157894736843,6,0.4473684210526316,0.37640449438202245,0.5306122448979593,0.25316455696202517,0.6257746047313378,0.2352941176470588,0.4655172413793105,0.30456852791878164,0.3356643356643356,0.49664429530201337,0.4310344827586209,0.8,0.44666486440519526,0.33526105565237163,0.5758929260202114,0.42794895322706905,11,1
2021_22,Newcastle,38,49,13,10,15,44,62,448,520,148,171,160,191,391,79,1,8,1.1578947368421053,1.631578947368421,11.789473684210526,13.68421052631579,3.8947368421052633,4.5,4.2105263157894735,5.026315789473684,10.289473684210526,2.0789473684210527,0.02631578947368421,0.21052631578947367,-18,-0.47368421052631576,0.09821428571428571,1.2894736842105263,11,0.27631578947368424,0.20786516853932574,0.26530612244897966,0.006329113924050598,0.4531200897259457,0.2352941176470588,0.3793103448275864,0.2817258883248731,0.4195804195804195,0.5234899328859062,0.36206896551724144,1.0,0.24178725682239718,0.32897769259498444,0.6285196328010492,0.3540099063271625,15,0
2021_22,Norwich,38,22,5,7,26,23,84,374,631,109,230,165,253,356,55,2,6,0.6052631578947368,2.210526315789474,9.842105263157896,16.605263157894736,2.8684210526315788,6.052631578947368,4.342105263157895,6.657894736842105,9.368421052631579,1.4473684210526316,0.05263157894736842,0.15789473684210525,-61,-1.605263157894737,0.06149732620320856,0.5789473684210527,20,0.0,0.0,0.0,0.0379746835443038,0.0,0.1176470588235294,0.0,0.0,0.006993006993006978,0.7583892617449665,0.7758620689655173,0.8,0.00759493670886076,0.031160016454134094,0.7780837769034946,0.17111873664589689,19,0
